DATE,Temperature_Max,Relative_Humidity,Precipitation,Wind_Speed,Surface Soil Wetness,Root Zone Soil Wetness
9/6/15,29.58,10.88,0,2.34,0.15,0.45
9/7/15,30.33,10.69,0,2.55,0.14,0.45
9/8/15,33.08,12.12,0,2.62,0.14,0.45
9/9/15,35.98,19.75,0.01,2.35,0.14,0.45
9/10/15,35.24,31.12,0,1.75,0.14,0.45
9/11/15,36.34,23.94,0,2.05,0.14,0.45
9/12/15,33.16,26.12,0,2.24,0.14,0.45
9/13/15,30.67,31.62,0.08,1.96,0.13,0.45
9/14/15,23.9,52.56,1.4,2.02,0.15,0.45
9/15/15,23.58,71.56,6.11,1.62,0.32,0.46
9/16/15,21.58,52.69,0.06,1.82,0.38,0.47
9/17/15,23.65,42.31,0,2.28,0.36,0.47
9/18/15,29.12,31.44,0,2.45,0.34,0.47
9/19/15,31.47,23.38,0,2.67,0.31,0.46
9/20/15,33.75,22.06,0,2.73,0.3,0.46
9/21/15,34.54,21.81,0,2.6,0.27,0.46
9/22/15,30.26,28.25,0,2.12,0.27,0.46
9/23/15,31.23,23.5,0,2.2,0.25,0.46
9/24/15,33.12,23.88,0,2.43,0.24,0.46
9/25/15,32.98,25.62,0,2.45,0.23,0.46
9/26/15,31.82,29.69,0,2.29,0.23,0.46
9/27/15,28.35,30.25,0,1.91,0.22,0.46
9/28/15,28.23,30.31,0,1.3,0.22,0.46
9/29/15,25.37,31.06,0,1.39,0.22,0.46
9/30/15,24.18,40.56,0,1.55,0.21,0.46
10/1/15,22.51,59.38,1.15,1.73,0.23,0.46
10/2/15,26.52,49.38,0,2.09,0.24,0.46
10/3/15,24.63,40.69,0,2.55,0.23,0.46
10/4/15,20.11,62.94,1.85,1.15,0.26,0.46
10/5/15,20.8,61.75,0.31,1.65,0.29,0.46
10/6/15,25.29,53.94,0,2.22,0.28,0.46
10/7/15,28.09,47.62,0,2.35,0.28,0.46
10/8/15,30.39,38.94,0,2.09,0.27,0.46
10/9/15,33.15,32.69,0,2.41,0.26,0.46
10/10/15,30.51,29.5,0,2.31,0.25,0.46
10/11/15,30.46,35.62,0,2.53,0.24,0.46
10/12/15,31.97,31.31,0,2.54,0.24,0.46
10/13/15,32.55,31.38,0,2.49,0.23,0.46
10/14/15,27.51,42.94,0.41,1.64,0.23,0.46
10/15/15,23.44,61.69,3.9,1.59,0.3,0.46
10/16/15,24.98,62.62,1.71,2.4,0.4,0.47
10/17/15,21.69,67.5,1.7,1.53,0.41,0.47
10/18/15,18.78,78.75,6.89,1.66,0.49,0.48
10/19/15,19.51,69.62,0.19,2.19,0.47,0.48
10/20/15,23.11,50.69,0,2.41,0.45,0.48
10/21/15,24.58,43.81,0,2.66,0.45,0.48
10/22/15,23.38,42.94,0,2.25,0.44,0.48
10/23/15,24.36,42.44,0,2.27,0.43,0.48
10/24/15,24.65,39.81,0,2.16,0.41,0.47
10/25/15,22.47,41.19,0,1.95,0.41,0.47
10/26/15,24.35,32.19,0,2.26,0.4,0.47
10/27/15,22.42,30,0.04,1.53,0.38,0.47
10/28/15,19.76,68,4.36,1.76,0.44,0.48
10/29/15,21.01,53.69,0.12,2.52,0.45,0.48
10/30/15,25.08,32.56,0,2.7,0.42,0.48
10/31/15,26.16,35.56,0,2.12,0.41,0.47
11/1/15,23.96,40.12,0,1.89,0.4,0.47
11/2/15,10.83,83.62,29.83,2.55,0.57,0.49
11/3/15,10.49,83.94,6.45,1.77,0.56,0.53
11/4/15,11.39,58.88,0.74,1.97,0.52,0.53
11/5/15,12.28,45,0,1.98,0.51,0.53
11/6/15,18.58,41.38,0,2.1,0.5,0.53
11/7/15,18.94,35.25,0,2.14,0.5,0.52
11/8/15,17.18,42.38,0.25,1.91,0.5,0.52
11/9/15,8.85,84.38,9.04,1.55,0.54,0.53
11/10/15,9.06,78,3.22,1.87,0.54,0.54
11/11/15,14.45,40.06,0,1.92,0.52,0.54
11/12/15,17.8,40.25,0,1.98,0.52,0.54
11/13/15,19.26,36.06,0,2.13,0.51,0.54
11/14/15,19.62,32.88,0,2.2,0.51,0.54
11/15/15,8.74,76.31,9.77,3.23,0.55,0.54
11/16/15,9.53,58,0.17,2.61,0.53,0.55
11/17/15,15.29,57.94,0,2.24,0.52,0.55
11/18/15,18.44,53.81,0,1.73,0.52,0.55
11/19/15,19.9,50.69,0,1.83,0.52,0.55
11/20/15,21.95,51.38,0,1.82,0.52,0.54
11/21/15,20.61,45.88,0,2.23,0.51,0.54
11/22/15,21.42,39.38,0,2.28,0.51,0.54
11/23/15,19.32,42.19,0,2.3,0.51,0.54
11/24/15,11.58,72.88,4.15,2.2,0.52,0.54
11/25/15,4.64,85.5,3.66,1.32,0.52,0.54
11/26/15,6.71,66.56,0.11,1.8,0.52,0.54
11/27/15,7.93,57.75,0.36,1.87,0.52,0.55
11/28/15,8.97,56.62,0.04,2.02,0.52,0.55
11/29/15,9.33,47.12,0,1.98,0.52,0.55
11/30/15,9.39,38,0,1.67,0.52,0.54
12/1/15,12.89,43.06,0,1.69,0.52,0.54
12/2/15,12.51,49.44,0,1.91,0.52,0.54
12/3/15,16.36,52.25,0.17,2.55,0.52,0.54
12/4/15,11.8,67.88,0,2.13,0.52,0.54
12/5/15,13.03,45.19,0,2.17,0.52,0.54
12/6/15,18.46,38.44,0,1.86,0.51,0.54
12/7/15,19.12,55.38,0,1.76,0.51,0.54
12/8/15,18.87,57.19,0,1.35,0.51,0.53
12/9/15,18.99,43,0,1.41,0.51,0.53
12/10/15,9.23,76.38,9.65,2.21,0.55,0.54
12/11/15,5.33,90.88,9.89,1.92,0.56,0.55
12/12/15,8.48,68.75,0.02,2,0.55,0.56
12/13/15,8.05,82.94,13.95,2.62,0.57,0.56
12/14/15,4.58,81.31,0.28,2.44,0.55,0.57
12/15/15,5.77,58.81,0,2.51,0.55,0.58
12/16/15,7.8,49.12,0,1.66,0.55,0.58
12/17/15,9.2,59.19,0,1.56,0.55,0.58
12/18/15,13.36,55,0,2.39,0.55,0.58
12/19/15,7.67,78.19,7.75,2.08,0.58,0.59
12/20/15,7.96,74.31,0.6,1.3,0.56,0.59
12/21/15,5.98,92.62,23.22,1.39,0.62,0.6
12/22/15,5.84,99.75,28,1.43,0.7,0.65
12/23/15,5.79,89.06,0.43,1.97,0.66,0.66
12/24/15,3.04,83.81,8.99,2.05,0.66,0.66
12/25/15,2.07,86.19,0.22,1.91,0.66,0.67
12/26/15,5.26,70.69,0,3.7,0.65,0.66
12/27/15,6.33,51.06,0,2.14,0.66,0.67
12/28/15,3.69,69.62,0.22,1.74,0.66,0.67
12/29/15,5.06,64.56,0.01,1.76,0.66,0.67
12/30/15,7.3,67.62,0,1.54,0.66,0.67
12/31/15,7.49,65.31,0,2.1,0.65,0.67
1/1/16,7.46,52.44,0,2.38,0.65,0.67
1/2/16,11.69,52.75,0,2.38,0.65,0.66
1/3/16,11.73,61.81,0,2.48,0.65,0.66
1/4/16,9.89,72.12,0.79,1.98,0.65,0.66
1/5/16,5.41,94.94,25.62,2.88,0.71,0.68
1/6/16,3.74,96.88,19.51,3.33,0.73,0.7
1/7/16,4.37,93.31,2.74,1.57,0.73,0.72
1/8/16,6.37,72,0.07,1.77,0.73,0.73
1/9/16,6.59,78.56,0.82,1.8,0.73,0.73
1/10/16,9.19,82.75,0.1,1.41,0.73,0.73
1/11/16,10.74,67.75,0,1.73,0.73,0.73
1/12/16,13.26,51.25,0,2.36,0.73,0.73
1/13/16,8.49,81.06,0.28,2.14,0.73,0.73
1/14/16,10.64,65.31,0.42,1.67,0.73,0.73
1/15/16,9.16,80.19,4.19,1.05,0.73,0.73
1/16/16,12.01,77.69,2.33,1.45,0.74,0.73
1/17/16,12.61,63.75,0.14,2.08,0.73,0.73
1/18/16,8.69,91.44,11.66,1.95,0.77,0.74
1/19/16,6.05,88.62,23.68,2.95,0.81,0.76
1/20/16,12.73,61.44,0.06,1.99,0.8,0.77
1/21/16,15.48,61.25,0,2.47,0.8,0.77
1/22/16,14.09,68.38,6.51,2.69,0.8,0.77
1/23/16,7.79,93.25,15.12,1.66,0.83,0.79
1/24/16,8.54,87.81,0.01,1.48,0.81,0.79
1/25/16,11.13,72.88,0,2.23,0.81,0.79
1/26/16,13.82,61.81,0,2.34,0.8,0.79
1/27/16,15.67,49.25,0,1.7,0.8,0.78
1/28/16,16.97,50.38,0,1.73,0.8,0.78
1/29/16,16.94,74.38,0.38,1.45,0.8,0.78
1/30/16,7.51,93.75,18.42,1.44,0.84,0.79
1/31/16,2.57,95.56,35.9,2.52,0.85,0.81
2/1/16,3.05,90.19,0.55,2.52,0.84,0.82
2/2/16,3.1,69.62,0.05,1.54,0.84,0.82
2/3/16,4.76,73.75,0,1.83,0.85,0.82
2/4/16,10.55,67.19,0,1.67,0.85,0.83
2/5/16,13.88,57.44,0,2.03,0.85,0.83
2/6/16,19.1,55.19,0,2,0.84,0.83
2/7/16,18.97,59.81,0,3.36,0.84,0.82
2/8/16,20.83,55.94,0,3.79,0.83,0.81
2/9/16,25.33,43.44,0,2.05,0.82,0.8
2/10/16,22.88,51.44,0,2.03,0.82,0.8
2/11/16,21.98,46.44,0,2.22,0.81,0.8
2/12/16,22.98,41.56,0,1.74,0.81,0.79
2/13/16,18.9,52.94,0,1.76,0.8,0.79
2/14/16,18.77,59.75,0,2.34,0.8,0.78
2/15/16,24.99,58.19,0,2.1,0.8,0.77
2/16/16,24.26,51.62,0,2.12,0.79,0.77
2/17/16,14.41,75.5,5.2,3.73,0.79,0.77
2/18/16,8.93,80.06,15.42,1.91,0.83,0.78
2/19/16,12.42,58.75,0,1.67,0.81,0.79
2/20/16,19.92,54.38,0,1.65,0.8,0.78
2/21/16,17.23,54.62,0,1.95,0.8,0.77
2/22/16,18,58.44,0,1.98,0.79,0.77
2/23/16,17.51,57.62,0,2.13,0.79,0.77
2/24/16,18.87,46.88,0,1.91,0.78,0.76
2/25/16,19.64,51.31,0,1.88,0.77,0.76
2/26/16,20.4,48.25,0,1.81,0.77,0.75
2/27/16,18.73,59,0,1.83,0.76,0.74
2/28/16,18.07,60.62,0,1.81,0.75,0.74
2/29/16,19.91,49.81,0,1.74,0.74,0.73
3/1/16,20.92,49.94,0,1.68,0.73,0.73
3/2/16,19.09,47.12,0,1.8,0.73,0.73
3/3/16,18.86,50.62,0.07,1.39,0.72,0.72
3/4/16,18.21,71.69,6.64,1.23,0.73,0.72
3/5/16,12.37,92,29.16,3.02,0.79,0.73
3/6/16,8.47,85.5,19.6,2.62,0.84,0.78
3/7/16,4.79,91.5,12.91,2.73,0.83,0.8
3/8/16,11.09,76.38,0.28,1.77,0.82,0.8
3/9/16,16.35,71.75,0.02,1.57,0.81,0.8
3/10/16,19.51,58.44,0,1.91,0.8,0.79
3/11/16,14.22,81.06,16.39,3.45,0.82,0.79
3/12/16,11.18,81.81,0.92,1.34,0.83,0.8
3/13/16,9.87,87.62,7.11,1.92,0.83,0.8
3/14/16,12.99,80.88,2.09,1.99,0.83,0.8
3/15/16,17.31,62.31,0,1.88,0.82,0.8
3/16/16,20.13,63.81,0,1.83,0.81,0.8
3/17/16,20.39,54.38,0,1.95,0.8,0.79
3/18/16,20.5,57.62,0,1.87,0.8,0.78
3/19/16,19.04,56.12,0,1.45,0.79,0.77
3/20/16,18.93,60.94,0,1.67,0.78,0.77
3/21/16,10.98,90.25,3.45,1.6,0.79,0.77
3/22/16,10.55,79.94,1.2,2.92,0.78,0.77
3/23/16,15.51,62.19,0.01,2.21,0.77,0.76
3/24/16,17.8,69.19,0,2.05,0.77,0.76
3/25/16,17.62,69,0,1.9,0.77,0.75
3/26/16,17.22,67.31,0,2.09,0.76,0.74
3/27/16,18.33,73.31,0.01,1.91,0.75,0.73
3/28/16,7.43,77.75,0.48,2.46,0.74,0.73
3/29/16,8.3,72.81,1.2,1.8,0.74,0.73
3/30/16,12.12,68.12,0.23,1.88,0.73,0.73
3/31/16,16.6,68.44,0,2.23,0.73,0.73
4/1/16,19.21,66,0,2.05,0.72,0.72
4/2/16,20.48,64.38,0,2.09,0.71,0.71
4/3/16,19.86,59.38,0,1.8,0.7,0.7
4/4/16,20.86,61.25,0,2.31,0.69,0.7
4/5/16,24.56,49,0,1.9,0.68,0.7
4/6/16,29.06,41.88,0,2.27,0.66,0.69
4/7/16,21.72,59.31,0,1.58,0.66,0.68
4/8/16,19.06,78.69,10.8,1.53,0.68,0.68
4/9/16,12.37,91.75,19.56,1.72,0.75,0.71
4/10/16,15.05,82.81,1.45,1.77,0.72,0.71
4/11/16,15.95,79.81,0.14,1.67,0.71,0.71
4/12/16,18.08,78.31,0,1.8,0.7,0.7
4/13/16,17.38,72.06,0,1.77,0.7,0.7
4/14/16,15.86,59.69,0,2.95,0.68,0.7
4/15/16,17.27,58.62,0,2.71,0.67,0.69
4/16/16,22.91,44.75,0,2.75,0.66,0.68
4/17/16,24.13,39.31,0,2.61,0.65,0.67
4/18/16,24.2,45.56,0,2.39,0.64,0.66
4/19/16,24.81,46.69,0,2.08,0.63,0.66
4/20/16,23.21,40.75,0,2.02,0.62,0.65
4/21/16,22.49,49.06,0,2.28,0.61,0.64
4/22/16,16.01,79.94,9.48,3.25,0.63,0.64
4/23/16,16.58,71.19,0.02,2.45,0.63,0.65
4/24/16,14.42,72.06,0.73,1.95,0.62,0.65
4/25/16,11.41,71.56,0.75,3.09,0.62,0.64
4/26/16,16.64,63.12,0,2.23,0.62,0.64
4/27/16,15.97,69.69,0.71,2.33,0.61,0.64
4/28/16,15.69,70.25,0.05,2.1,0.61,0.63
4/29/16,18.54,63.69,0.03,2.5,0.6,0.63
